id height sex age
id124432 187.359372394095 1 56.296379999476
id713511 175.268561723758 1 61.0799627423927
id650729 164.794971641543 0 60.9597656604966
id363965 165.592903454164 0 71.7721946331034
id162070 170.276363312888 0 58.5395213672811
id553693 164.600574448362 0 56.4076384694272
id673442 178.838621147176 1 65.3664807538282
id503702 178.938349682973 1 51.2495027765692
id75600 171.761083105639 0 29.366536603261
id96730 163.630004125508 0 57.1196372489835
id532141 169.588339296725 0 40.5388010489496
id803855 158.763785081840 0 48.4657306042704
id755940 NA 1 20.3119086993193
id432546 170.742452349583 0 29.3757215628185
id425355 165.483667744070 0 56.8017839262591
id490545 171.759483287921 0 66.7762705276452
id192732 169.812257152633 0 59.3369580720623
id33660 172.687696395935 1 34.5696455859549
id738781 172.511588930637 0 55.8266681499360
id210666 175.30770736881 0 27.2584044093987
id281585 170.842220921632 1 42.9564982749518
id694339 175.700752054599 0 50.0998355342632
id272875 182.066813847844 1 49.5876044884458
id689645 170.188165136391 0 65.0844124272657
id256455 175.337891176997 0 42.6820785344791
id701472 175.981848980239 1 71.317748150985
id396268 171.423191112529 0 56.2319191359707
id65199 165.189311532089 1 49.8781163523718
id154960 163.289911803216 0 48.0155237721811
id673821 167.71871188633 0 59.5052292498757
id500781 NA 0 50.0487192011615
id28411 166.965919919108 0 55.2344683531986
id308273 172.742206212221 1 67.9707116505756
id452384 173.347483981372 1 55.6701281442022
id382621 171.638871438864 0 67.6857740000913
id223901 171.713564155488 1 42.9332336834406
id859917 169.270314593583 0 42.5914438446327
id66465 179.034101629173 1 80.9382572438388
id817128 169.967709786392 1 75.1778848007977
id621842 165.403256835124 0 41.4344956190936
id261484 171.149027040439 0 73.4466492459833
id663782 171.814938983298 1 38.3789424042722
id668376 178.810079668969 1 70.0289032015097
id41320 187.297180749935 1 42.44110357481
id869939 167.476213723559 0 51.2304881822403
id975370 160.634825077609 0 57.5380244640958
id885624 182.134017338977 0 47.946437354424
id243615 162.882607382275 0 46.7972579865339
id815553 166.645125003057 0 57.3956832355694
id297684 NA 0 18.4790388167434
id849169 180.151096849933 1 85.1378897451664
id775052 173.117620293994 0 32.7237691253238
id307158 160.475706647835 0 63.0980555343967
id537828 174.280062814704 1 47.955368260406
id957918 160.159478972068 0 99.0805060934096
id826300 170.363825407616 1 63.665040254938
id996355 173.186738843185 1 68.4642493691293
id295209 180.924032978557 1 78.6565274462897
id584758 179.925881083352 1 64.776388305335
id369805 160.714475766297 0 40.9060018470829
id462604 NA 1 38.2072756439264
id871570 185.551228933820 1 55.9721414361996
id82779 161.223049117577 0 44.6985843914277
id435876 166.776190361572 0 84.7430569805322
id799355 177.862471720998 1 44.8057251910419
id884387 175.758464998892 0 51.4922416338243
id688932 171.691587811178 0 50.3954417563357
id208543 171.565532819551 0 42.7273130468441
id520954 170.269437334459 1 75.1877622200444
id634462 181.53807286492 0 48.9229031786133
id268871 166.726256710685 0 47.0400488754909
id954179 164.877481720790 0 80.2475750973125
id450307 176.326139008795 1 47.0319626853433
id41961 167.037587092139 0 20.0826286512544
id522196 176.145752086792 1 43.3066528707578
id481035 173.149628763659 0 54.9042314354739
id512328 167.735338303079 0 73.7172758099854
id850010 184.639363303696 1 54.1708913077258
id743202 NA 1 56.004218256564
id214917 164.770792110508 0 64.5792136558752
id654994 169.95626279432 0 61.7599427486882
id150640 184.380746051819 1 38.6252819189693
id577169 153.371221740599 0 60.8809640676469
id879076 160.577565064011 0 67.0132815628215
id978164 152.246200808029 0 77.6420424892831
id200949 171.770230117638 0 46.7362651142108
id653025 165.844742336964 0 70.3844614651848
id577871 160.140121305064 0 33.4961444718790
id163442 162.280195241471 0 36.9517698503585
id727213 173.154783291610 1 71.4567885339962
id159506 186.376390127835 1 74.4479535239579
id934302 175.406909983166 1 50.3886674733413
id255048 163.258037518271 0 35.6533578434766
id881914 173.483022009428 1 58.1923560218795
id335725 191.908624952512 1 59.07501675694
id431012 176.567863686914 1 83.7229130679926
id884297 165.975621113188 0 40.7748484478579
id153160 184.843961886969 1 75.8699344500389
id476685 165.280837820994 0 54.7063589427748
id587547 NA 0 21.7856062696169
id100351 184.384619820384 1 64.7843497379918
id905484 177.623047540669 1 71.6426475587537
id627354 179.443127793034 0 34.5390266052269
id56393 171.602111583505 0 48.6860054962749
id670874 NA 0 79.5124479990884
id121858 169.506276497369 0 35.9551062129399
id637167 158.812762824906 0 48.9552744498142
id297563 158.832328739104 0 58.7762533364224
id639003 180.466901803263 1 73.8435693312958
id800145 159.793062551802 0 37.6133115816202
id96181 182.340998335808 1 68.9407465426672
id503932 NA 0 57.9730568400579
id422204 157.811680968311 0 58.2823099142426
id544964 167.292463491719 0 60.762708960918
id609051 192.240521818612 1 65.7780043121851
id889896 172.084241360101 1 59.2264081828809
id573617 158.608073667128 0 55.1884786302912
id663418 189.635918097875 1 54.1559588451722
id106141 175.327756738783 1 54.110359198852
id702917 178.555905829164 1 47.4966871113988
id25464 178.774898125608 0 65.8709224202587
id428096 NA 1 49.6157071721965
id475172 168.841375831808 0 37.3297063014890
id169514 NA 0 69.1485027947351
id642736 170.340490358438 0 67.8457979935778
id180406 176.668356664771 0 66.7665159316701
id571919 171.416622310792 0 16.0431024935224
id988766 173.159286450017 1 43.9794924518567
id526460 178.538740677989 1 37.1159675739944
id991781 175.897738961518 0 54.6531435678751
id874076 176.365271989711 1 59.679661502336
id821562 172.231440638372 0 48.1039500848528
id857454 181.686558253003 0 52.9616565442439
id181850 185.840255615845 1 36.9858719983532
id995361 172.633411553182 0 63.0505997160459
id763054 178.61144221615 0 62.3860952327693
id452325 167.954943087768 0 75.938110312163
id278163 156.445071265620 0 54.6305464215544
id611178 176.521596485872 1 37.0445776963834
id838562 NA 1 54.3919413463301
id995678 167.875970536401 0 8.39869838208752
id891631 183.592526808391 1 62.6746864352461
id477473 185.011018392328 1 49.977246546458
id114524 171.251367109640 0 58.0449946893389
id587157 NA 0 52.6803878151058
id890314 168.176943059097 0 74.8311971509938
id292809 NA 1 37.5673188162435
id347812 177.596464172574 1 64.9067837137875
id226233 157.7754459523 0 42.4381766815376
id235409 171.010638845893 0 54.9465736478473
id68305 178.004074138215 1 71.492661769509
id433893 168.331784683790 1 49.2526444099125
id304807 165.38926185117 0 82.426936179808
id120197 172.402447122612 0 48.358739385489
id114033 NA 1 52.0597875865921
id652778 169.521787580770 1 61.4066388305956
id392593 182.21678768154 1 68.2994577588663
id737255 176.283778224062 1 63.1548637296665
id157111 170.657730233167 0 62.0341545813151
id163787 171.688091837490 0 68.8908979920022
id711012 180.220178110644 1 52.7445325672677
id892784 174.985647203756 0 67.1744740151211
id849597 181.274034241133 1 72.4800162665799
id901440 174.530069595511 0 42.9092669890405
id860183 170.231243565794 0 68.8462268055324
id268483 174.449158757425 1 64.672254784919
id876052 181.814448943528 1 64.3912908198334
id393896 165.738067793658 1 59.4568181253727
id81532 169.003090807322 0 79.331994477977
id193109 175.793821133062 0 60.3865865392626
id28439 NA 0 62.578770917624
id129945 160.575156284367 0 65.450018701293
id789575 165.286798395290 0 91.4953003008313
id784646 179.840638304032 1 61.0777384471877
id332395 182.724388255945 1 70.8958955524701
id922113 177.422840408357 1 50.7920579093209
id492052 174.136352359712 0 78.288731490058
id972713 171.738530038969 1 65.7714621464961
id257209 186.886444067285 1 45.8561930442368
id30904 181.807733768111 1 59.1818501420173
id980400 159.961276224304 0 49.5742764537921
id665504 188.073788122923 1 48.1890218410542
id626282 168.572251677758 1 68.6447235868027
id90359 167.757610509192 0 37.7531529719782
id705725 173.258193254018 1 46.6842591160597
id153857 166.193131397238 0 22.4000884415168
id448194 179.059975160777 1 45.8864332551482
id409616 170.099968972555 0 54.2737198328684
id625843 NA 1 42.8794810637712
id687592 172.388126833275 0 52.4998634824607
